lemma	tag
"pulut udang"	verb
"pulut-pulut sapi"	noun
"punca beliung"	noun
"punca sebai"	noun
"punca tali pancing"	noun
"puncak acara"	noun
"puncak awan"	noun
"puncak gigi"	noun
"puncak paru"	noun
"puncak penyaringan"	noun
"puncak siaga"	noun
"punden berundak"	noun
"punggung kaki"	noun
"punggung pisau"	noun
"punggung tangan"	noun
"pungkur sagu"	noun
"puntung berasap"	noun
"puntung perun"	noun
"puntung perun"	noun
"punya kerja"	verb
"pupuk alam"	noun
"pupuk bawang"	noun
"pupuk buatan"	noun
"pupuk garam"	noun
"pupuk hijau"	noun
"pupuk kandang"	noun
"pupuk organik"	noun
"pupuk pabrik"	noun
"pupur ayam"	verb
"pupur puyuh"	verb
"pura dalem"	noun
"pura hati"	noun
"pura jagat"	noun
"pura laba"	noun
"pura subak"	noun
"purnama raya"	adjective
"puru ayal"	noun
"puru bubuk"	noun
"puru bubul"	noun
"puru lembik"	noun
"purwa kala"	adjective
"pusa linear"	noun
"pusa sudut"	noun
"pusaka gantung"	noun
"pusaka rendah"	noun
"pusaka tinggi"	noun
"pusar kepala"	noun
"pusaran angin"	noun
"pusat biaya"	noun
"pusat data"	noun
"pusat dingin"	noun
"pusat diversifikasi"	noun
"pusat jala"	noun
"pusat kebudayaan"	noun
"pusat komunikasi"	noun
"pusat panas"	noun
"pusat pemberitaan"	noun
"pusat pembicaraan"	noun
"pusat pemerintahan"	noun
"pusat perdagangan"	noun
"pusat perhatian"	noun
"pusat perniagaan"	noun
"pusat pertokoan"	noun
"pusat produksi siaran"	noun
"pusat tenaga listrik"	noun
"pusat usaha"	noun
"pusing belit"	verb
"pusing keling"	verb
"pusing lerap"	verb
"pusing tujuh keliling"	verb
"pusing tujuh keliling"	verb
"puskesmas induk"	other
"puskesmas keliling"	other
"puskesmas pembantu"	other
"puspa bangsa"	noun
"puspa citra"	noun
"puspa nusa"	noun
"puspa pesona"	noun
"putar belit"	verb
"putar negeri"	verb
"putar otak"	verb
"putaran air"	noun
"putaran angin"	noun
"putaran kerja"	noun
"putih bersih"	noun
"putih hati"	noun
"putih hati"	noun
"putih hati"	noun
"putih kuning"	noun
"putih lesi"	noun
"putih meta"	noun
"putih metah"	noun
"putih telur"	noun
"putih telur"	noun
"putik majemuk"	noun
"putik sederhana"	noun
"puting beliung"	noun
"puting cepu-cepu"	noun
"puting damar"	noun
"puting depan"	noun
"puting susu"	noun
"putra mahkota"	noun
"putri boyongan"	other
"putus akad"	verb
"putus akal"	verb
"putus arang"	verb
"putus asa"	verb
"putus benang"	verb
"putus bicara"	verb
"putus cinta"	verb
"putus harapan"	verb
"putus harga"	verb
"putus ikhtiar"	verb
"putus jiwa"	verb
"putus kaji"	verb
"putus kata"	verb
"putus kuliah"	verb
"putus lot"	verb
"putus mufakat"	verb
"putus napas"	verb
"putus niat"	verb
"putus nyawa"	verb
"putus rasa"	verb
"putus rezeki"	verb
"putus runut"	verb
"putus sekolah"	verb
"putus tali gantung"	verb
"putus tali ikatan"	verb
"putus umur"	verb
"putus usia"	verb
"putusan akhir"	noun
"putusan bebas"	noun
"putusan lepas"	noun
"putusan pengadilan"	noun
"putusan sela"	noun
"puyuh berlaga"	noun
"rabuk buatan"	noun
"rabuk garam"	noun
"rabuk hijau"	noun
"rabun ayam"	adjective
"rabun dekat"	adjective
"rabun jauh"	adjective
"rabun senja"	adjective
"rad agama"	noun
"radang ambing"	noun
"radang busuk bergas"	noun
"radang limpa"	noun
"radang otak"	noun
"radang susu"	noun
"radang tenggorok"	noun
"radang teracak"	noun
"radang tulang"	noun
"radar bistatis"	other
"radas ekstraksi"	noun
"radas penyulingan"	noun
"radas sedot"	noun
"raden ajeng"	noun
"raden ajeng"	noun
"raden ayu"	noun
"raden ayu"	noun
"raden mas"	noun
"raden mas"	noun
"raden roro"	noun
"radiasi alfa"	noun
"radiasi atmosfer"	noun
"radiasi gelombang panjang"	noun
"radiasi global"	noun
"radiasi global"	noun
"radiasi matahari"	noun
"radiasi surya"	noun
"radiasi surya pantul"	noun
"radiasi termal"	noun
"radiasi termonuklir"	noun
"radiasi total"	noun
"radiasi ultraviolet"	noun
"radikal asam"	verb
"radikal organik"	verb
"radio dengkul"	noun
"radio kaset"	noun
"radio panggil"	noun
"radio portabel"	noun
"radio telepon jalan"	noun
"radio transistor"	noun
"radius pelayaran"	noun
"ragam akrab"	noun
"ragam bahasa"	noun
"ragam baku"	noun
"ragam cakapan"	noun
"ragam hormat"	noun
"ragam kasar"	noun
"ragam lisan"	noun
"ragam resmi"	noun
"ragam santai"	noun
"ragam tulis"	noun
"rahang atas"	noun
"rahang bawah"	noun
"rahang jepit"	noun
"rahasia alam"	noun
"rahasia jabatan"	noun
"rahasia negara"	noun
"rahasia umum"	noun
"rais am"	noun
"rais awal"	noun
"raja badar"	noun
"raja brana"	noun
"raja hutan"	noun
"raja jenang"	noun
"raja laut"	noun
"raja muda"	noun
"raja muda"	noun
"raja penomah"	noun
"raja putih"	noun
"raja rimba"	noun
"raja sehari"	noun
"raja singa"	noun
"raja udang"	noun
"rak buku"	noun
"rak kaset"	noun
"rak makanan"	noun
"rak telur"	noun
"rakit kembang"	noun
"rakit penolong"	noun
"rakit penolong otomatis"	noun
"rakyat biasa"	noun
"rakyat gembel"	noun
"rakyat jelata"	noun
"rakyat kebanyakan"	noun
"rakyat kecil"	noun
"ramah lidah"	adjective
"ramalan cuaca"	noun
"rambai ayam"	noun
"rambang mata"	adjective
"rambu darat"	verb
"rambu laut"	verb
"rambu radio"	verb
"rambut akar"	noun
"rambut getar"	noun
"rambut tampal"	noun
"rambutan aceh"	noun
"rambutan jantan"	noun
"rambutan lekang"	noun
"rambutan rafiah"	noun
"rampak rindang"	adjective
"rampasan perang"	noun
"rancak di labuh"	adjective
"rancang bangun"	verb
"rancangan grafis"	noun
"rancangan penulisan"	noun
"rancangan tipografi"	noun
"randa gadis"	noun
"randa tua"	noun
"rangka dada"	noun
"rangkaian berita"	verb
"rangkik belang sawah"	noun
"rangkik rintik"	noun
"rangkum bunga"	other
"ranjang lipat"	noun
"ranjau bicara"	noun
"ranjau cacak"	noun
"ranjau darat"	noun
"ranjau lapuk"	noun
"ranjau laut"	noun
"ranjau pers"	noun
"ransum anak"	noun
"ransum bakal"	noun
"ransum lengkap"	noun
"ransum pembibit"	noun
"ransum pemula"	noun
"ransum penggemuk"	noun
"ransum penumbuh"	noun
"ransum petelur"	noun
"ransum seimbang"	noun
"ransum termakan"	noun
"rantai ikat balok"	noun
"rantai kangkang"	noun
"rantai karbon"	noun
"rantai makanan"	noun
"rantai makanan"	noun
"rantai pengaman"	noun
"rapat akbar"	noun
"rapat anggota"	noun
"rapat desa"	noun
"rapat kerja"	noun
"rapat kerja"	noun
"rapat kilat"	noun
"rapat kilat"	noun
"rapat lengkap"	noun
"rapat paripurna"	noun
"rapat paripurna luar biasa"	noun
"rapat pleno"	noun
"rapat raksasa"	noun
"rapat samudra"	noun
"rapat terbuka"	noun
"rapat umum"	noun
"rapuh hati"	adjective
"rapuh hati"	adjective
"rapuh iman"	adjective
"rapuh mulut"	adjective
"rasa komunitas"	noun
"rasi bintang"	noun
"rasio anak wanita"	verb
"rasul ilahi"	noun
"rata terbang"	verb
"ratna cempaka"	noun
"ratna dewi"	noun
"ratna juita"	noun
"ratna kencana"	noun
"ratna mutu manikam"	noun
"ratna pakaya"	noun
"ratna pakaya"	noun
"ratna wilis"	noun
"ratu adil"	noun
"ratu anggabaya"	noun
"raut badan"	noun
"raut muka"	noun
"rawan aritenoid"	noun
"rawat inap"	verb
"rawat jalan"	verb
"rawat panas"	verb
"rawat pulih"	verb
"reaksi adisi"	noun
"reaksi kimia"	noun
"realisme sosialis"	noun
"rebah bangun"	verb
"rebah rempah"	verb
"redaksi luar negeri"	noun
"redaktur film"	noun
"redaktur kota"	noun
"redaktur malam"	noun
"redaktur olahraga"	noun
"redaktur pelaksana"	noun
"redam padam"	noun
"redam padam"	noun
"redaman bunyi"	noun
"redaman suara"	noun
"redep-redup alang"	adjective
"reduplikasi fonologis"	noun
"reduplikasi gramatikal"	noun
"reduplikasi idiomatis"	noun
"reduplikasi morfologis"	noun
"reduplikasi sintaksis"	noun
"referendum fakultatif"	noun
"referendum obligator"	noun
"reflektor berkas laser"	noun
"reformasi ekonomi"	noun
"reformasi hukum"	noun
"reformasi politik"	noun
"regulasi hipotonik"	noun
"regulasi hipotonik"	noun
"reja-reja ayam"	noun
"reja-reja kain"	noun
"reja-reja kayu"	noun
"reja-reja kertas"	noun
"reja-reja nasi"	noun
"rekam kesehatan"	noun
"rekam medis"	noun
"rekapitalisasi perbankan"	noun
"rekayasa eksternal"	noun
"rekayasa genetika"	noun
"rekayasa historis"	noun
"rekayasa internal"	noun
"rekening aktif"	noun
"rekening giro"	noun
"rekening koran"	noun
"rekening koran"	noun
"rekening mati"	noun
"rekening tagihan"	noun
"rekor ASEAN"	noun
"rekor Asia"	noun
"rekor dunia"	noun
"rekor nasional"	noun
"rel gerigi"	noun
"rel tunggal"	noun
"relung hati"	noun
"relung langit"	noun
"rem angin"	noun
"rem bantu"	noun
"rem cakram"	noun
"rem hidraulik"	noun
"rem kaki"	noun
"rem mekanik"	noun
"rem tangan"	noun
"rem tromol"	noun
"remaja kencur"	adjective
"rembang petang"	adjective
"rembuk desa"	noun
"rembuk nasional"	noun
"rempah aromatik"	verb
"rempah ratus"	verb
"rempah-rempah pawah"	noun
"rempah-rempah perawis"	noun
"rempah-rempah piah"	noun
"remuk redam"	adjective
"remuk rengsa"	adjective
"rencana induk"	noun
"rencana usaha tani"	noun
"renceng mulut"	adjective
"rendah budi"	adjective
"rendah diri"	adjective
"rendah hati"	adjective
"rengat hati"	adjective
"rentan penyakit"	adjective
"rentang kendali"	noun
"rentang kendali"	noun
"reproduksi aseksual"	noun
"reproduksi seksual"	noun
"repuh muda"	other
"reput relai"	adjective
"reruntuk dunia"	noun
"resam tubuh"	noun
"reserse kriminal"	noun
"resi mualim"	noun
"resistansi biologis"	noun
"retak batu"	adjective
"retak bulu ayam"	adjective
"retak retai"	adjective
"retak tangan"	adjective
"retardasi mental"	noun
"revolusi industri"	noun
"rezeki batin"	noun
"rezeki halal"	noun
"rezeki mahal"	noun
"rezeki mata"	noun
"rezeki meninggi"	noun
"rezeki merendah"	noun
"rezeki murah"	noun
"rezeki musang"	noun
"rezeki nomplok"	noun
"rezim militer"	noun
"riak gelombang"	noun
"riak meriak"	noun
"riang gembira"	adjective
"riang hati"	adjective
"riang mulut"	adjective
"riang ria"	adjective
"riang semangat"	noun
"rima akhir"	noun
"rima berpeluk"	noun
"rima dalam"	noun
"rima ganda"	noun
"rima tengah"	noun
"rimba beton"	noun
"rimba raya"	noun
"rimba sawang"	noun
"rindu dendam"	adjective
"rindu rawan"	adjective
"ringan kaki"	adjective
"ringan kepala"	adjective
"ringan langkah"	adjective
"ringan lidah"	adjective
"ringan lidah"	adjective
"ringan mulut"	adjective
"ringan tangan"	adjective
"ringan tangan"	adjective
"ringan tulang"	adjective
"risalah rapat"	noun
"riset dasar"	noun
"riuh rendah"	adjective
"riwayat hidup"	noun
"roda angin"	noun
"roda gaya"	noun
"roda gendeng"	noun
"roda gerak"	noun
"roda gigi"	noun
"roda gila"	noun
"roda jalan"	noun
"roda kapal"	noun
"roda kayuh"	noun
"roda lambung"	noun
"roda lori"	noun
"roda penghidupan"	noun
"roda perekonomian"	noun
"roda perusahaan"	noun
"roda tangan"	noun
"roda tiga"	noun
"roda tiga"	noun
"roh Kudus"	noun
"rok celana"	noun
"rok landung"	noun
"rok lurus"	noun
"rok maksi"	noun
"rok midi"	noun
"rok mini"	noun
"rok sepan"	noun
"rokok kawung"	noun
"rokok kelembak"	noun
"rokok kretek"	noun
"rol rambut"	noun
"roman berangsur"	noun
"roman bertendens"	noun
"roman detektif"	noun
"roman kodian"	noun
"roman masyarakat"	noun
"roman picisan"	noun
"roman sejarah"	noun
"rongga bulu"	noun
"rongga dada"	noun
"rongga dubur"	noun
"rongga faring"	noun
"rongga hidung"	noun
"rongga kayu"	noun
"rongga mata"	noun
"rongga mulut"	noun
"rongga pori tanah"	noun
"rongga telinga"	noun
"rotan dahanan"	noun
"rotan irit"	noun
"rotan jernang"	noun
"rotan jernang besar"	noun
"rotan kubu"	noun
"rotan layar"	noun
"rotan lilin"	noun
"rotan manau"	noun
"rotan manis"	noun
"rotan saga"	noun
"rotan tikus"	noun
"rotan udang"	noun
"rotasi bumi"	noun
"roti bakar"	noun
"roti hitam"	noun
"roti jala"	noun
"roti kismis"	noun
"roti manis"	noun
"roti mari"	noun
"roti panggang"	noun
"roti putih"	noun
"roti tawar"	noun
"ruai gajah"	adjective
"ruang angkasa"	noun
"ruang api"	noun
"ruang bal"	noun
"ruang biji-bijian"	noun
"ruang budi daya"	noun
"ruang epidural"	noun
"ruang haver"	noun
"ruang imam"	noun
"ruang insang"	noun
"ruang kendali"	noun
"ruang lingkup"	noun
"ruang lingkup"	noun
"ruang mantel"	noun
"ruang masuk"	noun
"ruang mesin"	noun
"ruang muatan"	noun
"ruang muatan"	noun
"ruang muatan dingin"	noun
"ruang pajang"	noun
"ruang pamer"	noun
"ruang pendingin"	noun
"ruang pilar"	noun
"ruang pompa"	noun
"ruang rehat"	noun
"ruang retrobulbar"	noun
"ruang retrokardiak"	noun
"ruang Retzins"	noun
"ruang sari"	noun
"ruang tunggu"	noun
"ruang udara"	noun
"ruangan wanita"	noun
"ruap (dan) ampas"	noun
"ruap (dan) sampah"	noun
"rugi barang"	adjective
"rugi tenaga"	adjective
"rugi waktu"	adjective
"rujak bebek"	noun
"rujak buah dingin"	noun
"rujak cingur"	noun
"rujak colek"	noun
"rujak gobet"	noun
"rujak manis"	noun
"rujuk silang"	verb
"rujuk silang"	verb
"rukun iman"	noun
"rukun Islam"	noun
"rukun kampung"	noun
"rukun tani"	noun
"rukun tetangga"	noun
"rukun warga"	noun
"rum gula"	noun
"rumah (ber)loteng"	noun
"rumah adat"	noun
"rumah api"	noun
"rumah asap"	noun
"rumah batang"	noun
"rumah batu"	noun
"rumah berhala"	noun
"rumah besar"	noun
"rumah bicara"	noun
"rumah biliar"	noun
"rumah bola"	noun
"rumah bordil"	noun
"rumah busana"	noun
"rumah dansa"	noun
"rumah dinas"	noun
"rumah duka"	noun
"rumah duka"	noun
"rumah gadai"	noun
"rumah gedang"	noun
"rumah geretan"	noun
"rumah geretan"	noun
"rumah gila"	noun
"rumah ibadat"	noun
"rumah induk"	noun
"rumah instansi"	noun
"rumah inti"	noun
"rumah jaga"	noun
"rumah joglo"	noun
"rumah jompo"	noun
"rumah judi"	noun
"rumah kaca"	noun
"rumah kaca"	noun
"rumah kancing"	noun
"rumah kemanakan"	noun
"rumah keong"	noun
"rumah kolong"	noun
"rumah komidi"	noun
"rumah kontrakan"	noun
"rumah kopel"	noun
"rumah kuning"	noun
"rumah lelang"	noun
"rumah liar"	noun
"rumah makan"	noun
"rumah minum"	noun
"rumah miskin"	noun
"rumah monyet"	noun
"rumah murah"	noun
"rumah obat"	noun
"rumah panas"	noun
"rumah panggung"	noun
"rumah pangsa"	noun
"rumah panjang"	noun
"rumah panjang"	noun
"rumah papak"	noun
"rumah pasung"	noun
"rumah pasung"	noun
"rumah pelacuran"	noun
"rumah pelesiran"	noun
"rumah pemalaman"	noun
"rumah pemondokan"	noun
"rumah penginapan"	noun
"rumah perai"	noun
"rumah petak"	noun
"rumah piatu"	noun
"rumah potong"	noun
"rumah potong ternak"	noun
"rumah prodeo"	noun
"rumah produksi"	noun
"rumah Rakyat"	noun
"rumah sakit bersalin"	noun
"rumah sakit jiwa"	noun
"rumah sakit kanker"	noun
"rumah sakit ketergantungan obat"	noun
"rumah sakit khusus"	noun
"rumah sakit mata"	noun
"rumah sakit rujukan"	noun
"rumah sakit terbang"	noun
"rumah sakit umum"	noun
"rumah sekolah"	noun
"rumah setan"	noun
"rumah sewa"	noun
"rumah siput"	noun
"rumah susun"	noun
"rumah tahanan"	noun
"rumah tidak berdapur"	noun
"rumah tinggal"	noun
"rumah toko"	noun
"rumah tumbuh"	noun
"rumah tumpangan"	noun
"rumah tutupan"	noun
"rumah yatim piatu"	noun
"rumpang cabang"	adjective
"rumpang daun"	adjective
"rumpun bahasa"	noun
"rumpun telinga"	noun
"rumput benggala"	noun
"rumput golf"	noun
"rumput jarem"	noun
"rumput jarum"	noun
"rumus kimia"	noun
"rumus pengukuran"	noun
"runtuh rantah"	verb
"runtuh ripuh"	verb
"rurut hati"	verb
"rusa bawean"	noun
"rusa sambar"	noun
"rusak hatinya"	adjective
"rusak hatinya"	adjective
"rusak moralnya"	adjective
"rusak namanya"	adjective
"rusuh resah"	adjective
"rusuk jalan"	noun
"rusuk palsu"	noun
"rusuk sejati"	noun
"rusuk surat"	noun
"saat lepas landas"	noun
"saat lepas landas"	noun
"saban hari"	adjective
"saben ari"	adverb
"saben sari"	adverb
"sabuk gunung api"	verb
"sabuk pengaman"	noun
"sabun bubuk"	noun
"sabun cair"	noun
"sabun colek"	noun
"sabun cuci"	noun
"sabun cukur"	noun
"sabun harum"	noun
"sabun karbol"	noun
"sabun keras"	noun
"sabun mandi"	noun
"sabun wangi"	noun
"sabung ayam"	verb
"sabur limbur"	adjective
"sabur limbur"	adjective
"sadar hukum"	adjective
"sadar lingkungan"	adjective
"sadar wisata"	adjective
"sadu perdana"	adjective
"saga betina"	noun
"saga biji"	noun
"saga gajah"	noun
"saga kayu"	noun
"saga pohon"	noun
"saga rambat"	noun
"sagar jantan"	noun
"sagu belanda"	noun
"sagu betawi"	noun
"sagu hati"	noun
"sagu pisang"	noun
"sagu rendang"	noun
"sagu tampin"	noun
"sahabat dekat"	noun
"sahabat karib"	noun
"sahabat kental"	noun
"sahaja basahan"	adverb
"saham aktif"	noun
"saham biasa"	noun
"saham donasi"	noun
"saham indikator"	noun
"saham lunas"	noun
"saham nonaktif"	noun
"saham terdaftar"	noun
"saham tidur"	noun
"sajak awamatra"	noun
"sajak awarima"	noun
"sajak bebas"	noun
"sajak delapan seuntai"	noun
"sajak dolanan"	noun
"sajak dua seuntai"	noun
"sajak empat seuntai"	noun
"sajak enam seuntai"	noun
"sajak gema"	noun
"sajak kanak-kanak"	noun
"sajak kembar"	noun
"sajak kisahan"	noun
"sajak lima seuntai"	noun
"sajak main-main"	noun
"sajak mutlak"	noun
"sajak patah"	noun
"sajak peristiwa"	noun
"sajak prosa"	noun
"sajak rangkai"	noun
"sajak ringan"	noun
"sajak sejajar"	noun
"sajak sempurna"	noun
"sajak sindiran"	noun
"sajak suku kata"	noun
"sajak tegak"	noun
"sajak tengah"	noun
"sajak terbuka"	noun
"sajak tertutup"	noun
"sajak tidak sempurna"	noun
"sajak tiga seuntai"	noun
"sajak tujuh seuntai"	noun
"sajang tapai"	noun
"saka baka"	noun
"saka guru"	noun
"saka guru"	noun
"saka tatal"	noun
"sakar emping"	noun
"sakar nabati"	noun
"sakat batu"	noun
"sakat bunga"	noun
"sakat hitam"	noun
"sakat sarang langsuir"	noun
"sakat tanduk rusa"	noun
"saki baki"	noun
"sakit baka"	adjective
"sakit batuk darah"	adjective
"sakit cahar"	adjective
"sakit dada"	adjective
"sakit gula"	adjective
"sakit hati"	adjective
"sakit ingatan"	adjective
"sakit jerih"	adjective
"sakit jiwa"	adjective
"sakit karang"	adjective
"sakit kuning"	adjective
"sakit malaria"	adjective
"sakit mangga"	adjective
"sakit paru-paru"	adjective
"sakit raja singa"	adjective
"sakit rejan"	adjective
"sakit sabun"	adjective
"saksi ahli"	noun
"saksi alibi"	noun
"saksi bisu"	noun
"saksi dengkul"	noun
"saksi dusta"	noun
"saksi kunci"	noun
"saksi mata"	noun
"saksi palsu"	noun
"saksi pemberat"	noun
"saksi peringan"	noun
"saksi sah"	noun
"saksi syak"	noun
"sakti mandraguna"	adjective
"salaf saleh"	adjective
"salah adat"	adjective
"salah agak"	adjective
"salah air"	adjective
"salah ambilan"	adjective
"salah anggapan"	adjective
"salah angkuh"	adjective
"salah asuhan"	adjective
"salah atur"	adjective
"salah bantal"	adjective
"salah bebal"	adjective
"salah benang"	adjective
"salah benang"	adjective
"salah besar"	adjective
"salah buku"	adjective
"salah cetak"	adjective
"salah dorong"	adjective
"salah duga"	adjective
"salah gelogok"	adjective
"salah hati"	adjective
"salah hitung"	adjective
"salah huruf"	adjective
"salah jalan"	adjective
"salah jalan"	adjective
"salah kaprah"	adjective
"salah kena"	adjective
"salah kira"	adjective
"salah kira"	adjective
"salah kira-kira"	adjective
"salah langkah"	adjective
"salah langkah"	adjective
"salah langkah"	adjective
"salah lidah"	adjective
"salah lihat"	adjective
"salah lihat"	adjective
"salah mata"	adjective
"salah mengerti"	adjective
"salah paham"	adjective
"salah pandang"	adjective
"salah pengertian"	adjective
"salah periksa"	adjective
"salah periksa"	adjective
"salah pilih"	adjective
"salah raba"	adjective
"salah roman"	adjective
"salah rupa"	adjective
"salah sangka"	adjective
"salah satu"	adjective
"salak masir"	noun
"salam hormat"	noun
"salam takzim"	noun
"salam tempel"	noun
"salat berjamaah"	noun
"salat Duha"	noun
"salat Gaib"	noun
"salat Hajat"	noun
"salat Id"	noun
"salat Idain"	noun
"salat Iduladha"	noun
"salat Idulfitri"	noun
"salat Istikharah"	noun
"salat Istiska"	noun
"salat jamaah"	noun
"salat Jamak"	noun
"salat Jenazah"	noun
"salat Jumat"	noun
"salat Khauf"	noun
"salat Khusuf"	noun
"salat Kusuf"	noun
"salat lima waktu"	noun
"salat Loha"	noun
"salat maktubah"	noun
"salat Marid"	noun
"salat Mayat"	noun
"salat Musafir"	noun
"salat nafilah"	noun
"salat Qasar"	noun
"salat rawatib"	noun
"salat Safar"	noun
"salat sunah"	noun
"salat Tahajud"	noun
"salat Tahiyat Masjid"	noun
"salat Tarawih"	noun
"salat Taubat"	noun
"salat wajib"	noun
"salat Witir"	noun
"salat Wusta"	noun
"saldo bank"	noun
"saldo debit"	noun
"saldo imbangan"	noun
"saldo kredit"	noun
"salep bibir"	noun
"salin jirim"	verb
"salinan horizontal"	noun
"salinan vertikal"	noun
"salju embus"	noun
"salju layang"	noun
"salju tua"	noun
"salon kecantikan"	noun
"salung api"	noun
"salung asap"	noun
"saluran data"	noun
"saluran empedu"	noun
"saluran induk"	noun
"saluran irigasi"	noun
"saluran komunikasi"	noun
"saluran listrik"	noun
"saluran ovari"	noun
"saluran pelanggan"	noun
"saluran pemasaran"	noun
"saluran primer"	noun
"saluran radio"	noun
"saluran sekunder"	noun
"saluran suara"	noun
"saluran telur"	noun
"saluran tersier"	noun
"salutan lembut"	noun
"sama naskah"	adjective
"sama sali"	adjective
"sama sekali"	adjective
"sama sekali"	adjective
"sama tengah"	adjective
"sama tengah"	adjective
"sama tengah"	adjective
"samar-samar muka"	adjective
"sambal bajak"	noun
"sambal botol"	noun
"sambal goang"	noun
"sambal kecap"	noun
"sambal kemiri"	noun
"sambal terasi"	noun
"sambal ulek"	noun
"sambang api-api"	verb
"sambang tembakau"	verb
"sambaran perintis"	noun
"sambung juang"	verb
"sambung raga"	verb
"sambung rasa"	verb
"sambungan hidup"	noun
"sambungan jiwa"	noun
"sambungan lidah"	noun
"sambungan tangan"	noun
"sami mawon"	adverb
"sampah dunia"	noun
"sampah laut"	noun
"sampah masyarakat"	noun
"sampah radioaktif"	noun
"sampah sarap"	noun
"sampai ajal"	verb
"sampai akal"	verb
"sampai akhir zaman"	verb
"sampai bulannya"	verb
"sampai hari kiamat"	verb
"sampai hati"	verb
"sampai janjinya"	verb
"sampai ke akar-akarnya"	verb
"sampai ke gunjainya"	verb
"sampai ke liang kubur"	verb
"sampai ke sumsum"	verb
"sampai rasa"	verb
"sampai tua"	verb
"sampai umur"	verb
"sampai umur"	verb
"sampai waktu"	verb
"sampan bidar"	noun
"sampan pukat"	noun
"sampan seludang"	noun
"sampar ayam"	noun
"sampar darah"	noun
"sampar hewan"	noun
"sampar sapi"	noun
"sampo antiketombe"	noun
"sampo raga rangsang"	noun
"sampo telur"	noun
"sampu pening"	noun
"sampul bantal"	noun
"sampul gigi"	noun
"sampul surat"	noun
"sampur gantung"	noun
"samun sakar"	verb
"sana sini"	pronoun
"sanak saudara"	noun
"sandal jepit"	noun
"sandang gawai"	noun
"sandang pangan"	noun
"sandi asma"	noun
"sandi boneka"	noun
"sandi kata"	noun
"sandi sastra"	noun
"sandi suara"	noun
"sandi ton"	noun
"sandiwara bangsawan"	noun
"sandiwara boneka"	noun
"sandiwara radio"	noun
"sang Dwiwarna"	other
"sang Merah Putih"	other
"sangga buana"	noun
"sangga bunuh"	noun
"sangga galah"	noun
"sangga langit"	noun
"sangga layar"	noun
"sangga pedang"	noun
"sanggar kecantikan"	noun
"sanggar kerja"	noun
"sanggar pengantin"	noun
"sanggar produksi"	noun
"sanggul ayam mengeram"	noun
"sanggul bulat"	noun
"sanggul gantung"	noun
"sanggul lintang"	noun
"sanggul lipat pandan"	noun
"sanggul miring"	noun
"sanggul palsu"	noun
"sanggul semat"	noun
"sanggul tempel"	noun
"sangkak ayam"	noun
"sangkar jebakan"	noun
"sangkar koloni"	noun
"sangkar meteorologi"	noun
"sangkar termometer"	noun
"sanitasi lingkungan"	noun
"santapan malam"	noun
"santapan rohani"	noun
"santung pelalai"	adjective
"santung pintu"	adjective
"sapaan salam"	noun
"sapi apkir"	noun
"sapi dara"	noun
"sapi gondok"	noun
"sapi kebiri"	noun
"sapi muda"	noun
"sapi pedaging"	noun
"sapi pejantan"	noun
"sapi perah"	noun
"sapi perahan"	noun
"sapi umbaran"	noun
"saprofit obligat"	noun
"sapu bersih"	noun
"sapu jagat"	noun
"sapu jagat"	noun
"sapu jagat"	noun
"sapu-sapu n"	noun
"sara bara"	verb
"sara bara"	verb
"saraf motoris"	noun
"saraf optik"	noun
"saraf sensoris"	noun
"saraf tulang punggung"	noun
"sarana pelayanan kesehatan"	noun
"sarana pelayanan medis"	noun
"sarang burung"	noun
"sarang burung"	noun
"sarang laba-laba"	noun
"sarang lebah"	noun
"sarang macan"	noun
"sarang madu"	noun
"sarang meriam"	noun
"sarang nanah"	noun
"sarang penjahat"	noun
"sarang penyakit"	noun
"sarang penyamun"	noun
"sarang pipit"	noun
"sarang pipit"	noun
"sarang semut"	noun
"sarang tupai"	noun
"sarang tupai"	noun
"sarap sampah"	noun
"sarapan ala Amerika"	noun
"sarapan kontinental"	noun
"sarat bertepas"	adjective
"sari berita"	noun
"sari buah"	noun
"sarjana muda"	noun
"sarjana plus"	noun
"sarjana utama"	noun
"saron demung"	noun
"saron peking"	noun
"saron penerus"	noun
"saron penitil"	noun
"saron rincik"	noun
"saron slentem"	noun
"sarung angin"	noun
"sarung jari"	noun
"sarung kaki"	noun
"sarung keris"	noun
"sarung pedang"	noun
"sarung pistol"	noun
"sarung tangan"	noun
"sarut marut"	adjective
"sasaran antara"	noun
"sasaran daerah"	noun
"sasaran dalam"	noun
"sasaran ganti"	noun
"sasaran keras"	noun
"sasaran kesempatan"	noun
"sasaran lebar"	noun
"sasaran luas"	noun
"sasaran lunak"	noun
"sasaran mendadak"	noun
"sasaran perang"	verb
"sasaran serbuan"	noun
"sasaran teliti"	noun
"sasaran tembak"	noun
"sasaran tembak"	noun
"sasaran tenis"	verb
"sasaran timbul hilang"	noun
"sasaran titik"	noun
"sasaran utama"	noun
"sasaran utama"	noun
"sastra bandingan"	noun
"sastra daerah"	noun
"sastra dunia"	noun
"sastra dunia"	noun
"sastra erotik"	noun
"sastra hiburan"	noun
"sastra Indonesia"	noun
"sastra Indonesia klasik"	noun
"sastra klasik"	noun
"sastra kontemporer"	noun
"sastra kontemporer"	noun
"sastra lisan"	noun
"sastra lisan"	noun
"sastra modern"	noun
"sastra nusantara"	noun
